stock_name,stock_id,totalscore,score_tech,score_money,score_news,score_industry,score_basic新媒股份,300770,6.2,6.6,7.1,6.1,1.8,7.0
ST南化,600301,5.2,6.2,3.8,5.5,6.0,4.8
标准股份,600302,4.3,3.1,5.1,4.0,6.3,4.3
曙光股份,600303,4.9,4.9,5.2,5.3,5.6,4.3
恒顺醋业,600305,4.6,2.6,4.4,5.9,5.9,5.7
商业城,600306,4.9,3.6,5.4,5.1,6.2,5.5
酒钢宏兴,600307,5.8,5.6,5.5,5.7,5.3,6.4
华泰股份,600308,5.5,5.8,3.6,5.5,6.0,6.3
万华化学,600309,5.7,5.1,4.1,5.5,5.8,7.8
桂东电力,600310,6.3,6.1,6.9,5.6,6.2,6.4
荣华实业,600311,4.2,4.6,3.2,4.8,5.8,3.4
平高电气,600312,5.5,5.0,5.1,5.7,6.4,6.1
农发种业,600313,4.7,4.2,2.9,4.2,5.8,6.4
上海家化,600315,6.6,7.8,5.8,5.5,6.4,6.7
洪都航空,600316,4.4,3.5,3.4,5.3,4.8,5.7
营口港,600317,5.7,5.8,6.7,5.6,5.1,5.2
新力金融,600318,4.6,3.2,4.7,5.7,5.6,5.2
亚星化学,600319,5.1,5.1,2.7,5.5,6.4,6.2
振华重工,600320,5.0,3.7,4.5,5.5,6.3,6.2
ST正源,600321,5.8,9.0,2.8,5.5,6.8,4.2
天房发展,600322,5.0,4.5,2.8,5.6,6.5,6.3
瀚蓝环境,600323,5.6,6.6,3.4,5.5,5.4,6.2
华发股份,600325,6.7,7.1,6.4,6.0,6.5,6.9
西藏天路,600326,5.6,6.6,2.8,5.9,6.8,5.9
大东方,600327,5.2,3.8,5.3,5.8,6.2,6.0
兰太实业,600328,5.0,4.5,2.6,5.5,6.4,6.5
中新药业,600329,5.8,5.4,5.0,6.3,6.1,6.4
天通股份,600330,4.4,4.2,2.6,5.5,5.2,5.0
宏达股份,600331,5.3,5.1,4.9,5.6,5.8,5.3
白云山,600332,5.6,5.6,3.9,5.5,6.1,7.0
长春燃气,600333,5.7,8.2,4.5,3.3,6.8,4.6
国机汽车,600335,5.5,4.6,5.7,5.8,6.2,6.0
澳柯玛,600336,5.8,6.4,4.1,5.5,6.1,6.5
美克家居,600337,6.0,5.1,5.9,5.5,6.5,7.2
西藏珠峰,600338,5.1,3.5,5.9,5.5,5.8,5.9
中油工程,600339,5.2,4.2,6.2,5.5,5.2,5.5
华夏幸福,600340,6.7,7.5,6.8,5.5,6.5,6.6
航天动力,600343,4.4,3.6,3.7,6.3,4.8,4.5
长江通信,600345,4.2,3.6,3.5,5.5,4.0,4.9
恒力石化,600346,5.8,3.7,6.5,5.5,6.3,7.7
阳泉煤业,600348,5.6,5.5,4.9,5.5,6.0,6.2
山东高速,600350,6.9,7.4,8.0,6.3,6.2,6.2
亚宝药业,600351,4.9,5.1,3.6,4.2,6.1,5.6
浙江龙盛,600352,4.5,2.6,2.3,6.3,6.4,6.7
旭光股份,600353,4.8,4.6,3.3,5.7,5.4,5.6
敦煌种业,600354,4.2,3.9,1.9,5.5,5.8,4.8
精伦电子,600355,4.3,3.8,3.4,5.5,4.0,5.0
恒丰纸业,600356,5.8,5.9,6.9,5.5,6.0,4.9
国旅联合,600358,4.8,5.3,4.4,4.7,5.2,4.4
新农开发,600359,5.1,5.4,4.2,5.2,5.8,5.2
华微电子,600360,5.1,5.4,3.6,5.5,5.4,5.4
华联综超,600361,5.0,3.9,5.0,5.9,6.2,5.2
江西铜业,600362,5.3,5.8,3.7,5.5,5.8,5.7
联创光电,600363,5.1,5.5,2.6,5.7,5.7,5.9
通葡股份,600365,5.3,4.5,6.0,5.5,6.2,5.3
宁波韵升,600366,4.7,4.1,4.4,6.3,5.2,4.5
红星发展,600367,5.3,5.4,4.8,5.5,6.4,5.0
五洲交通,600368,5.3,5.5,3.6,5.5,6.2,5.8
西南证券,600369,5.2,3.8,6.5,5.7,5.4,5.6
三房巷,600370,4.8,3.7,6.0,5.5,6.2,4.2
万向德农,600371,5.1,4.8,4.3,5.5,5.8,5.4
中航电子,600372,5.1,3.9,5.7,5.5,4.8,6.0
中文传媒,600373,5.2,4.7,4.4,5.5,5.2,6.2
华菱星马,600375,5.5,5.3,4.7,5.5,5.6,6.5
首开股份,600376,6.4,6.9,5.0,5.7,6.5,7.2
宁沪高速,600377,6.9,7.8,7.9,5.5,6.2,6.1
昊华科技,600378,6.7,8.6,5.7,5.7,6.4,6.0
宝光股份,600379,6.4,8.6,4.0,5.5,6.4,6.2
健康元,600380,6.6,8.2,5.5,5.5,6.0,6.5
青海春天,600381,5.1,5.1,6.8,5.5,5.2,3.6
广东明珠,600382,5.3,5.4,4.5,5.5,6.1,5.2
金地集团,600383,6.9,7.4,6.8,6.0,6.5,7.1
*ST金泰,600385,4.6,4.9,3.8,4.8,5.8,4.4
北巴传媒,600386,5.9,5.2,7.0,5.5,5.2,6.5
海越能源,600387,6.2,8.2,4.5,4.8,6.4,6.0
龙净环保,600388,4.8,4.4,2.4,5.5,6.3,6.2
江山股份,600389,7.3,9.4,6.0,5.5,6.4,7.1
五矿资本,600390,5.1,4.2,4.9,5.8,5.6,5.9
航发科技,600391,4.5,3.4,3.2,5.9,4.8,5.7
盛和资源,600392,5.3,5.5,4.0,5.7,5.8,5.8
粤泰股份,600393,4.1,2.6,3.9,4.2,6.5,5.2
盘江股份,600395,6.2,6.0,6.3,5.5,6.0,7.0
*ST金山,600396,5.8,8.2,3.2,5.8,6.2,5.0
安源煤业,600397,4.5,3.0,3.7,5.5,6.0,5.6
海澜之家,600398,5.7,5.4,5.7,5.5,6.0,6.1
ST抚钢,600399,4.9,5.3,3.9,5.5,5.3,4.6
红豆股份,600400,5.3,4.2,6.2,5.6,6.0,5.5
退市海润,600401,4.4,4.5,3.0,4.0,3.5,6.0
